"question_id";"question";"answer"
"3343";"What is the notation and the child astronomical body of Sun ?";"solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol, solar symbol"
"3344";"What is co-founder of working place of Joseph Armstrong ?";"Isambard Kingdom Brunel"
"3345";"What is number of matches played and number of points/goals/set scored of Abedi Pele has member of sports team as Al Sadd Sports Club";"8, 8"
"3346";"What is fate of starring of Mezi námi zloději ?";"emigration, Transport Ek from Theresienstadt,Ghetto,Czechoslovakia to Auschwitz Birkenau,Extermination Camp,Poland on 28/09/1944, Transport Bf"
"3347";"What is has boundary of asteroid belt ?";"outer Solar System, inner Solar System"
"3348";"what is the for work for Adolph Green has nominated for as Academy Award for Best Writing, Original Screenplay ?";"It's Always Fair Weather, The Band Wagon"
"3349";"what is the temperature for amphetamine has density as 936000.0 ?";""
"3350";"Does the mean lifetime of the Higgs boson equals 0.000156";"True"
"3351";"What is found in species of AVP, that has vernacular name is மனிதன் ?";"Homo sapiens"
"3352";"What is spouse of Jeff Goldblum that is start time is 1987-11-1 ?";"Geena Davis"
"3353";"What is spouse of Julio Iglesias and place of marriage";"Marbella, Illescas"
"3354";"What is the rock band for member of of Tom Petty";"Tom Petty and the Heartbreakers"
"3355";"What is the colonial power for replaces of Kingdom of Great Britain";""
"3356";"What is FEI ID of Mark Todd ?";"10000553"
"3357";"What is the FIRS Roller Hockey World Cup with the MIN(number of matches played) whose sport is roller hockey  ?";"""2014 FIRS Mens B-Roller Hockey World Cup"", ""2012 FIRS Mens B-Roller Hockey World Cup"", 2001 Rink Hockey World Championship, 1962 Roller Hockey World Cup, 1960 Roller Hockey World Cup"
"3358";"What is Quebec cultural heritage directory ID of Ottawa River ?";"204389"
"3359";"What is end time and start time of Ashton Kutcher has spouse as Demi Moore";"2013-11-27T00:00:00Z"
"3360";"What is end time and start time of Tbilisi has capital of as Tiflis County";"1930-01-01T00:00:00Z"
"3361";"What is child of Pedro I and date of birth";""
"3362";"What is unemployment rate of Jordan ?";"11"
"3363";"What is made from of saffron, that has common name is szafran uprawny ?";"Crocus sativus"
"3364";"How many translator are to/by Konstantin Balmont ?";"50"
"3365";"Give me modern language that has grammatical person second-person singular and which that starts with 'r'";"Russian"
"3366";"What is member of sports team of Juan Alberto Schiaffino and number of points/goals/set scored";"3, 47, 88, 0, 8"
"3367";"What is member of sports team of Brian Clough that is number of points/goals/set scored is 1.0 ?";""
"3368";"What is language used of Esther Bubley, that has has grammatical gender is feminine ?";"English"
"3369";"What is the video game publisher for product or material produced of Pong";"Atari, Inc."
"3370";"what is the end time for Konstantin Eduardovich Tsiolkovskii has country of citizenship as Russian Empire ?";""
"3371";"What is the profession for field of this occupation of microbiology";"microbiologist"
"3372";"What is label in original language of county seat of of Atlanta ?";"State of Georgia, Fulton County"
"3373";"What is record held of pole vault and height";"6.18, 5.05, 4.8, 5.06, 6.03, 6.15, 5.93, 6.17, 6.16, 4.7, 5.97, 5.06, 4.85, 6.04, 6.16, 6.06, 5.03, 5.92, 4.42"
"3374";"What is position held of Ayub Khan that is end time is 1958-10-26 ?";"Chief of Army Staff, Prime Minister of Pakistan"
"3375";"What is godparent of Wilhelm II ?";"Prince Henry, Duke of Gloucester, Alexei Nikolaevich, Tsarevich of Russia, Princess Katherine of Greece and Denmark, Jan Schlubach"
"3376";"Does the borrowing rate of the DKB Cash equals 7.5";"True"
"3377";"What is interaction of proton ?";"electromagnetic interaction, strong interaction, gravity, weak interaction"
"3378";"What is measured by of introversion and extraversion, that has establishment date is 1943-0-0 ?";"Minnesota Multiphasic Personality Inventory"
"3379";"What is territory overlaps of Wood Buffalo National Park ?";"Improvement District No. 24 Wood Buffalo"
"3380";"What is the aircraft model for item operated of Cathay Pacific";"Boeing 747-400, Airbus A340-300, Boeing 747-300, Boeing 747-8"
"3381";"Does the time index of the Hathor greater than 2.4";"True"
"3382";"Did Bill_Cosby notable work Seinfeld?";"False"
"3383";"How many depicts are to/by Osiris ?";"25"
"3384";"What is star of Haumea, that has satellite is 418220 Kestutis ?";"Sun"
"3385";"what is the number of matches played for Majed Abdullah has member of sports team as Saudi Arabia national football team ?";"139"
"3386";"Give me minor basilica that starts with 's'";"San Domenico, Sacro Cuore di Cristo Re, San Pietro di Castello, ""St. Emmerams Cathedral, Nitra"", ""St. Patricks Old Cathedral"", ""St. Stephens Basilica, Jerusalem"", Santa Cecilia in Trastevere, Sanctuary of Saint Michael the Archangel, Santa Maria del Carmine, Sheshan Basilica, Santa Balbina, ""St Martins Basilica, Liège"", Sint-Martinusbasiliek, San Francesco, Viterbo, ""San Francesco dAssisi, Palermo"", ""SantApollinare alle Terme Neroniane-Alessandrine"", San Domenico, Arezzo, Santo Spirito, Santa Pudenziana, San Carlo al Corso, Shrine of Nostra Signora della Guardia, San Lorenzo fuori le Mura, Saint-Pol-de-Léon Cathedral, Shrine of the Virgin of the Rosary of Pompei, San Francesco"
"3387";"What is Biodiversity Repository ID of Natural History Museum of London ?";"BM, BM(NH), BMNH, NHMUK"
"3388";"Does the topographic isolation of the Lenzspitze equals 0.488";"False"
"3389";"What is the chemical element with the MAX(thermal conductivity) ?";"copper, copper, copper, copper, copper"
"3390";"What is personnel of product of of Boeing 777 ?";"153000"
"3391";"What is artery of nose, that has label in original language is arteria sphenopalatina ?";""
"3392";"what is the statement is subject of for Jessica Tandy has award received as Tony Award for Best Actress in a Play ?";"32nd Tony Awards, 37th Tony Awards, 2nd Tony Awards"
"3393";"What is the human for doctoral advisor of Grigori Perelman";"Yuri Burago, Aleksandr Aleksandrov"
"3394";"What is indirectly caused of murder method of Wilhelm Schickard ?";""
"3395";"What is Opera Vivra singer ID of Marian Anderson ?";"contraltos/marian-anderson"
"3396";"What is subdivided into of Veszprém County, that has coords is 17.4833 ?";"Ajka  District"
"3397";"What is the big city for headquarters location of European Union";"City of Brussels"
"3398";"What is language official of subsidiary company of Government of India ?";"Hindi, English, Hindi, Indian English"
"3399";"What is position held of Golda Meir that is parliamentary term is ERROR1 ?";"Knesset member"
"3400";"Did Whoopi_Goldberg given name Elaine?";"True"
"3401";"What is artery of cervix, that has label in original language is arteria vaginalis ?";""
"3402";"What is category related to list of Kassite dynasty ?";"Category:Kassites, Category:Kassite kings, Category:Kassite cities, Category:Kassite people"
"3403";"What is date of death of Tertullian that is sourcing circumstances is circa ?";"0220-01-01T00:00:00Z"
"3404";"What is the participant of and the member of of Carlos_Santana ?";"Live Aid"
"3405";"what is the point in time for Portsmouth has population as 248440 ?";"2016-01-01T00:00:00Z"
"3406";"What is name after of Sierpinski triangle, that has ethnicity is Poles ?";"Wacław Sierpiński"
"3407";"What is temperature and pressure of water has phase point as critical point";"647.14"
"3408";"What is place of death of Gregory I that is country is Byzantine Empire ?";""
"3409";"Did David_Walliams place of birth London Borough of Merton and Banstead ?";"False"
"3410";"What is STD code of chef-lieu of Great Seljuq Empire ?";"0813, 031, 0551"
"3411";"Does the foreign transaction fee of the Revolut Standard equals 0";"True"
"3412";"What is the love song for country of origin of Soviet Union";""
"3413";"What is the missionary society for parent organization of Catholic Church";"White Fathers, Ottilien Congregation, Pallottine mission to Kamerun, Missionary Sisters of the Precious Blood, Sisters of Saint Elizabeth, Divine Word Missionaries, Missionary Sisters Servants of the Holy Spirit, Congregation of the Sacred Hearts of Jesus and Mary, Order of the Visitation of Holy Mary, Kloster Tutzing, Missionary Oblates of Mary Immaculate, Franziskanerinnen von der Buße und der christlichen Liebe, Missionsschwestern vom Heiligsten Herzen Jesu von Hiltrup, Society of Priests of the Sacred Heart of Betharram, Missionary Sisters of Our Lady of Africa, Franciscan Missionaries of Mary, Marist Sisters, Hiltruper Missionare, Meppener Maristen, Väter vom Heiligen Geist, Töchter Mariens Mutter der Barmherzigkeit, Wiener Oblaten des heiligen Franz von Sales"
"3414";"What is place of birth of Kseniya Sobchak that is country is Soviet Union ?";""
"3415";"Does the total valid votes of the Catalan regional election 2015 in Perafita equals 266";"True"
"3416";"What is bylaws of life stance of shinto shrine ?";"Kojiki, Nihon Shoki"
"3417";"What is safety classification and labelling of titanium dioxide that is NFPA Health is 1 ?";"NFPA 704: Standard System for the Identification of the Hazards of Materials for Emergency Response"
"3418";"Does the salinity of the North Sea equals 3.4";"True"
"3419";"What is continent of neighborhood of Battle of Yarmouk ?";"Asia"
"3420";"what is the start time for London has twinned administrative body as Berlin ?";"2000-10-10T00:00:00Z"
"3421";"Give me Christian denomination that office held by head of the organisation Pope of the Coptic Orthodox Church of Alexandria and which contains the word alexandria in their name";""
