Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
Who was William Henry Harrison ?|was|Who was was William|WDT|NNP|VBD|HUM
What was the outcome of the 1945 Yalta Conference ?|was|What was was the|WDT|DT|VBD|DESC
What is `` flintknapping '' ?|is|What is is `|WDT|``|VBZ|DESC
What 's the most popular contact lens color ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What were the cities of Dickens 's A Tale of Two Cities ?|were|What were were the|WDT|DT|VBD|LOC
What causes canker sores in the mouth ?|causes|What causes causes canker|WDT|NN|VBZ|DESC
In what year was the movie the Ten Commandments released ?|was|what year was the|WDT|DT|VBD|NUM
What is the fastest fish in the world ?|is|What is is the|WDT|DT|VBZ|ENTY
What color are the castellated walls of the Kremlin ?|are|What color are the|WDT|DT|VBP|ENTY
What is celebrated during the week of February 21-27 ?|celebrated|What is celebrated during|WDT|IN|VBN|ENTY
What is damage to business and government caused by bureaucracy ?|is|What is is damage|WDT|NN|VBZ|ENTY
What countries have the best math students ?|have|What countries have the|WDT|DT|VBP|LOC
When was the De Beers company founded ?|founded|When was founded ?|WDT|.|VBD|NUM
What was a California prayer book to an Old West gambler ?|was|What was was a|WDT|DT|VBD|ENTY
Who was the first black performer to have his own network TV show ?|was|Who was was the|WDT|DT|VBD|HUM
What 's another name for aspartame ?|'s|What 's 's another|WDT|DT|VBZ|ENTY
What did John F. Kennedy consider his greatest blunder in office ?|consider|What did consider his|WDT|PRP$|VBP|DESC
What 's the abbreviation for trinitrotoluene ?|'s|What 's 's the|WDT|DT|VBZ|ABBR
What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?|is|What creature is the|WDT|DT|VBZ|ENTY
What is the date of Bastille Day ?|is|What is is the|WDT|DT|VBZ|NUM
What is IOC an abbreviation of ?|is|What is is IOC|WDT|NNP|VBZ|ABBR
What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?|who|What 's 's the who formed|WP|VBD|VBZ|DESC
Which two products use a tiger as their symbol ?|use|Which two use a|WDT|DT|VBP|ENTY
Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?|go|Where did go to|WDT|IN|VB|LOC
What color eyes are most sensitive to light ?|are|What color are most|WDT|RBS|VBP|ENTY
How much folic acid should an expectant mother get daily ?|get|How much get daily|WDT|JJ|VB|NUM
What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?|uses|What company uses the|WDT|DT|VBZ|HUM
What disease does Katharine Hepburn have that makes her voice shake ?|have|What disease have that|WDT|DT|VBP|ENTY
What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?|declare|What did declare TV|WDT|NN|VBP|DESC
How much caffeine is in a 16 oz cup of coffee ?|is|How much is in|WDT|IN|VBZ|NUM
What is the name of the art of growing miniature trees ?|is|What is is the|WDT|DT|VBZ|ENTY
What two countries in South America are landlocked ?|are|What two are landlocked|WDT|JJ|VBP|LOC
What does Tiffany mean ?|mean|What does mean ?|WDT|.|VB|DESC
Why do magnets attract ?|attract|Why do attract ?|WDT|.|VB|DESC
How do you address a Chinese person ?|address|How do address a|WDT|DT|VB|DESC
What is the meaning of thalassemia ?|is|What is is the|WDT|DT|VBZ|DESC
What is Columbia Tristar 's phone number ?|is|What is is Columbia|WDT|NNP|VBZ|NUM
How do I impress a guy ?|impress|How do impress a|WDT|DT|VB|DESC
What does the method called `` cold fusion '' create ?|called|What does called `|WDT|``|VBN|ENTY
When did Princess Diana and Prince Charles get married ?|married|When did married ?|WDT|.|JJ|NUM
What determines the value of the pearl ?|determines|What determines determines the|WDT|DT|VBZ|ENTY
Which country did Hitler rule ?|rule|Which country rule ?|WDT|.|VB|LOC
What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?|was|What was was the|WDT|DT|VBD|ENTY
Who directed The Wild Bunch ?|directed|Who directed directed The|WDT|DT|VBD|HUM
What are emblazoned on the Jolly Roger ?|emblazoned|What are emblazoned on|WDT|IN|VBN|ENTY
The Orange Bowl is in what city ?|what|is in what city|WP|NN|VBZ|LOC
What are the alveoli ?|are|What are are the|WDT|DT|VBP|DESC
What comedian was born Allen Stewart Konigsberg ?|born|What comedian born Allen|WDT|NNP|VBN|HUM
How many Leos have been Pope ?|been|How many been Pope|WDT|NNP|VBN|NUM
What state was Herbert Hoover born in ?|born|What state born in|WDT|IN|VBN|LOC
What TV series featured Neal , a martini-drinking St. Bernard ?|featured|What TV featured Neal|WDT|NNP|VBD|ENTY
What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall ?|developed|What developed developed a|WDT|DT|VBD|ENTY
How many fiddlers did Old King Cole have ?|did|How many did Old|WDT|NNP|VBD|NUM
What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?|wrote|What poet wrote :|WDT|:|VBD|HUM
What is ethylene ?|is|What is is ethylene|WDT|NN|VBZ|DESC
What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?|has|What Irwin has Richard|WDT|NNP|VBZ|ENTY
What is a fear of clouds ?|is|What is is a|WDT|DT|VBZ|ENTY
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?|where|What is is the where the|WRB|DT|VBZ|ENTY
What is a fear of pregnancy ?|is|What is is a|WDT|DT|VBZ|ENTY
What is the population in India ?|is|What is is the|WDT|DT|VBZ|NUM
What is the origin of the word `` pallbearer ? ''|is|What is is the|WDT|DT|VBZ|DESC
How long do flies live ?|flies|How long flies live|WDT|RB|NNS|NUM
Why is Microsoft 's Windows 3 software so successful ?|is|Why is is Microsoft|WDT|NNP|VBZ|DESC
Who runs Andy Capp 's favorite pub ?|runs|Who runs runs Andy|WDT|NNP|VBZ|HUM
What state produces the best lobster to eat ?|produces|What state produces the|WDT|DT|VBZ|LOC
How many times a day does the typical person go to the bathroom ?|go|How many go to|WDT|IN|VB|NUM
What bowl game began as an East-West contest between Michigan and Stanford in 192 ?|began|What bowl began as|WDT|IN|VBD|ENTY
What islands got their name from the Spanish baja mar , meaning shallow water ?|got|What islands got their|WDT|PRP$|VBD|LOC
What is deadrise , nautical , ?|is|What is is deadrise|WDT|NN|VBZ|DESC
What 's the official language of Algeria ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?|took|What took took first|WDT|JJ|VBD|ENTY
What six words follow the line : `` From a jack to a king.. . '' ?|follow|What six follow the|WDT|DT|VBP|ENTY
How do I find a city if I have the area code ?|find|How do find a|WDT|DT|VB|DESC
What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?|signed|What author signed on|WDT|RP|VBD|HUM
What foods contain the most protein ?|contain|What foods contain the|WDT|DT|VBP|ENTY
What President was assassinated by Charles J. Guiteau ?|assassinated|What President assassinated by|WDT|IN|VBN|HUM
What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?|went|What comic went by|WDT|IN|VBD|HUM
How many feet long is a baseball pitcher 's rubber ?|is|How many is a|WDT|DT|VBZ|NUM
What was the nationality of Jackson Pollock ?|was|What was was the|WDT|DT|VBD|LOC
Who invented the game bowling ?|invented|Who invented invented the|WDT|DT|VBD|HUM
What are the snakes of New England ?|are|What are are the|WDT|DT|VBP|ENTY
How many times larger than life size is the Statue of Liberty ?|is|How many is the|WDT|DT|VBZ|NUM
What is the name of the country which Hitler ruled ?|which|What is is the which Hitler|WDT|NNP|VBZ|LOC
What group kidnaped Patricia Hearst ?|kidnaped|What group kidnaped Patricia|WDT|NNP|VBD|HUM
How long does a human live ?|live|How long live ?|WDT|.|RB|NUM
Where can I get U.S. economic statistics ?|get|Where can get U.S.|WDT|NNP|VB|LOC
How many Superbowls have the ers won ?|have|How many have the|WDT|DT|VBP|NUM
What do you do when your mouse is n't working as fast as it 's supposed to ?|when|What do do when when your|WRB|PRP$|VB|DESC
What is a gandy dancer ?|is|What is is a|WDT|DT|VBZ|DESC
Who is the creator of `` The Muppets '' ?|is|Who is is the|WDT|DT|VBZ|HUM
Which of the following celebrities started his show-biz career as a disc jockey ?|started|Which of started his|WDT|PRP$|VBD|HUM
What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?|took|What Triple took the|WDT|DT|VBD|ENTY
What 's a perfect score in a gymnastics exercise ?|'s|What 's 's a|WDT|DT|VBZ|NUM
What is the dot on an the letter i called ?|is|What is is the|WDT|DT|VBZ|ENTY
What 's the capital of Iowa ?|'s|What 's 's the|WDT|DT|VBZ|LOC
Who asked you to do the Loco-Motion with her in 1962 ?|asked|Who asked asked you|WDT|PRP|VBD|HUM
What 's the rathaus in Frankfurt ?|'s|What 's 's the|WDT|DT|VBZ|DESC
What President served for five years , six months and 2 days ?|served|What President served for|WDT|IN|VBD|HUM
What do you call the feeling of having experienced something before ?|call|What do call the|WDT|DT|VB|ENTY
What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?|caused|What incident caused the|WDT|DT|VBD|DESC
What is the abbreviated form of the National Bureau of Investigation ?|is|What is is the|WDT|DT|VBZ|ABBR
What is a fear of odors , body , ?|is|What is is a|WDT|DT|VBZ|ENTY
What is the formula to calculate pi ?|is|What is is the|WDT|DT|VBZ|ENTY
What is the difference between a bachelor and a 1 bedroom apartment ?|is|What is is the|WDT|DT|VBZ|DESC
What is Drew Barrymore 's middle name ?|is|What is is Drew|WDT|NNP|VBZ|HUM
How do you write a book report ?|write|How do write a|WDT|DT|VB|DESC
What are Cobol , Fortran , and Pascal ?|are|What are are Cobol|WDT|NNP|VBP|DESC
What is Supergirl 's secret identity ?|is|What is is Supergirl|WDT|NNP|VBZ|HUM
What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?|is|What is is the|WDT|DT|VBZ|LOC
What court does Bob Woodward describe in The Brethren ?|describe|What court describe in|WDT|IN|VB|HUM
Who made the first surfboard ?|made|Who made made the|WDT|DT|VBD|HUM
What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?|who|What is is the who tried|WP|VBD|VBZ|HUM
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?|Become|what date Become a|WDT|DT|VB|NUM
What are the highest-paying odds on a roulette table ?|are|What are are the|WDT|DT|VBP|NUM
In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?|adopt|what year adopt the|WDT|DT|VB|NUM
How many films did Ingmar Bergman make ?|make|How many make ?|WDT|.|VB|NUM
What does a deltiologist collect ?|collect|What does collect ?|WDT|.|VB|ENTY
What is Garry Kasparov famous for ?|is|What is is Garry|WDT|NNP|VBZ|DESC
What does the `` c '' stand for in the equation E=mc2 ?|stand|What does stand for|WDT|IN|VB|ABBR
Who is the Greek God of the Sea ?|is|Who is is the|WDT|DT|VBZ|HUM
What well-known music personality is the father of an adopted son named Hans Christian Henderson ?|is|What well is the|WDT|DT|VBZ|HUM
How do you measure the heat of the sun ?|measure|How do measure the|WDT|DT|VB|DESC
Why do some people have two different color eyes ?|have|Why do have two|WDT|CD|VB|DESC
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?|when|Which leg does a when walking|WRB|VBG|VBZ|ENTY
When was the first Barbie produced ?|was|When was was the|WDT|DT|VBD|NUM
What 's the hardest substance in the human body ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
Who was the first woman governor of Wyoming ?|was|Who was was the|WDT|DT|VBD|HUM
How many more weeks of winter are there if a ground hog sees his shadow ?|are|How many are there|WDT|RB|VBP|NUM
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?|that|What Green philosophized : that stokes|WDT|VBZ|VBD|HUM
How do birds find their way back to the same place every year ?|find|How do find their|WDT|PRP$|VB|DESC
Where is the Henry Ford Museum ?|is|Where is is the|WDT|DT|VBZ|LOC
Name a film that has won the Golden Bear in the Berlin Film Festival ?|that|Name a that has|WDT|VBZ|VB|ENTY
What 's the International Lawn Tennis Challenge Trophy usually called ?|called|What 's called ?|WDT|.|VBD|ENTY
What year did nylon stockings first go on sale ?|go|What year go on|WDT|IN|VBP|NUM
What is a research expedition in mountain climbing ?|is|What is is a|WDT|DT|VBZ|ENTY
On which flight did Fawaz Younis commit air piracy and hostage taking ?|commit|which flight commit air|WDT|NN|VBP|ENTY
What are the 10 largest cities in the US ?|are|What are are the|WDT|DT|VBP|LOC
What is a wart ?|is|What is is a|WDT|DT|VBZ|DESC
What is spaceball played on ?|played|What is played on|WDT|RP|VBD|DESC
How does rabies spread ?|spread|How does spread ?|WDT|.|VB|DESC
What famous comedian recently tried without success to revive the play ?|tried|What famous tried without|WDT|IN|VBD|HUM
What is Drew Barrymore 's email address ?|is|What is is Drew|WDT|NNP|VBZ|LOC
How can you tell if someone is lying ?|tell|How can tell if|WDT|IN|VB|DESC
What is the difference between a preface and a foreword ?|is|What is is the|WDT|DT|VBZ|DESC
What are fingernails made of ?|made|What are made of|WDT|IN|VBN|ENTY
What nationality were the 123 people who died in the Black Hole of Calcutta ?|who|What nationality were the who died|WP|VBD|VBD|LOC
What does storm wave mean in Japanese ?|mean|What does mean in|WDT|IN|VB|DESC
Why do they sterilize the needle for lethal injection ?|sterilize|Why do sterilize the|WDT|DT|VB|DESC
What TV family sometimes buys eclairs from Nelson 's Bakery ?|buys|What TV buys eclairs|WDT|NNS|VBZ|HUM
How can you get rust stains out of clothing ?|get|How can get rust|WDT|NN|VB|DESC
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?|contact|How does contact the|WDT|DT|VB|DESC
What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?|tried|What enigmatic tried and|WDT|CC|VBN|HUM
Who was Charles Lindbergh 's wife ?|was|Who was was Charles|WDT|NNP|VBD|HUM
Who sings Angel Eyes from the 80 's ?|sings|Who sings sings Angel|WDT|NNP|VBZ|HUM
When did the Jurassic Period end ?|end|When did end ?|WDT|.|NN|NUM
What is the one thing you need before you can purchase life insurance ?|is|What is is the|WDT|DT|VBZ|ENTY
What caused the Titanic to sink ?|caused|What caused caused the|WDT|DT|VBD|DESC
What is the chemiosmotic theory ?|is|What is is the|WDT|DT|VBZ|DESC
What information can you tell me about actor James Cromwell ?|tell|What information tell me|WDT|PRP|VB|HUM
How does an ion drive work ?|work|How does work ?|WDT|.|NN|DESC
How can I trace my family roots ?|trace|How can trace my|WDT|PRP$|VB|DESC
What was the date of Iraq 's invasion of Kuwait ?|was|What was was the|WDT|DT|VBD|NUM
What is another word for diet ?|is|What is is another|WDT|DT|VBZ|ENTY
What is a courier ?|is|What is is a|WDT|DT|VBZ|DESC
